epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,13.8633,2.47303,3.6503,0.96068,0,0,0,0,1.89335,3.6079,0.9025,0.09801,1e-05,1e-05
2,15.1964,2.59651,3.65622,0.98354,0.00111,0.00237,0.00056,0.00017,1.88142,3.60411,0.89889,0.095025,2.49505e-05,2.49505e-05
3,16.386,2.65295,3.42139,0.92448,0.01,0.02133,0.00512,0.0013,2.67268,3.27991,0.901,0.0920398,3.98416e-05,3.98416e-05
4,17.7305,2.50902,2.77014,0.85812,0.01556,0.03318,0.00804,0.00193,3.08738,3.04051,0.95149,0.0890547,5.46733e-05,5.46733e-05
5,22.1527,2.53318,2.3014,0.86068,0.16778,0.35782,0.1663,0.04147,3.06082,2.81865,0.94728,0.0860694,6.94456e-05,6.94456e-05
6,23.4085,2.20301,1.91097,0.84127,0.24,0.51185,0.30948,0.08995,2.66512,2.61602,0.90506,0.0830842,8.41585e-05,8.41585e-05
7,24.6927,2.22841,1.90224,0.82214,0.27667,0.59005,0.38328,0.1132,2.60172,2.57714,0.89854,0.0800988,9.8812e-05,9.8812e-05
8,25.968,2.24143,1.7936,0.84512,0.29667,0.6327,0.43311,0.12998,2.57168,2.54443,0.89576,0.0771134,0.000113406,0.000113406
9,27.3802,2.06952,1.72091,0.82282,0.34111,0.72749,0.51865,0.17622,2.39915,2.50264,0.88331,0.0741279,0.000127941,0.000127941
10,29.1167,2.19243,1.70269,0.83525,0.35667,0.76066,0.55456,0.19645,2.30089,2.50318,0.87378,0.0711424,0.000142416,0.000142416
11,30.5179,2.15238,1.65366,0.81857,0.36,0.76777,0.55628,0.17764,2.42023,2.51569,0.88659,0.0681568,0.000156832,0.000156832
12,31.7516,2.07449,1.56794,0.81077,0.32889,0.70142,0.48297,0.13643,2.6279,2.53135,0.90471,0.0651712,0.000171188,0.000171188
13,36.4808,2.05084,1.40894,0.81578,0.31889,0.68009,0.4992,0.13247,2.68019,2.59602,0.90987,0.0621855,0.000185486,0.000185486
14,37.8051,1.98138,1.35496,0.8224,0.35,0.74645,0.5916,0.18196,2.46304,2.58983,0.89123,0.0591997,0.000199723,0.000199723
15,39.1328,2.11031,1.37983,0.81141,0.39222,0.83649,0.71058,0.25376,2.17842,2.55282,0.86449,0.0562139,0.000213902,0.000213902
16,40.4786,1.92972,1.2592,0.819,0.39444,0.84123,0.72798,0.25912,2.15018,2.56765,0.86015,0.053228,0.000228021,0.000228021
17,41.8051,1.95641,1.21519,0.80266,0.39111,0.83412,0.73729,0.26709,2.13901,2.61503,0.85709,0.0502421,0.00024208,0.00024208
18,43.1568,2.26774,1.29463,0.8235,0.40889,0.87204,0.77426,0.30923,2.01058,2.62119,0.84802,0.0472561,0.00025608,0.00025608
19,44.9276,1.99642,1.20522,0.83955,0.41556,0.88626,0.78789,0.35359,1.86444,2.61984,0.83841,0.04427,0.000270021,0.000270021
20,47.5606,2.04319,1.16415,0.80128,0.41778,0.891,0.79577,0.37894,1.79192,2.59466,0.83326,0.0412839,0.000283902,0.000283902
21,50.9189,1.98801,1.17889,0.82984,0.42333,0.90284,0.80448,0.3944,1.72548,2.57946,0.8292,0.0382977,0.000297724,0.000297724
22,52.397,1.96278,1.16073,0.83208,0.42333,0.90284,0.80779,0.3979,1.7072,2.5591,0.82648,0.0353115,0.000311487,0.000311487
23,54.3531,1.94783,1.10523,0.81631,0.42333,0.90284,0.81172,0.41324,1.67107,2.53653,0.82338,0.0323252,0.00032519,0.00032519
24,56.5746,1.7602,1.05389,0.79634,0.42222,0.90047,0.81915,0.43001,1.64034,2.50815,0.8225,0.0293388,0.000338833,0.000338833
25,57.9384,2.00621,1.11613,0.80512,0.42444,0.90521,0.82692,0.4234,1.68744,2.47453,0.82543,0.0263524,0.000352418,0.000352418
26,59.8388,1.89618,1.04946,0.80703,0.43444,0.92654,0.84237,0.42589,1.70473,2.43569,0.8278,0.0233659,0.000365943,0.000365943
27,61.2571,1.80507,0.98946,0.80347,0.43667,0.93128,0.85314,0.43359,1.67586,2.38968,0.82594,0.0203794,0.000379408,0.000379408
28,62.6149,1.92804,1.05879,0.82844,0.43667,0.93128,0.85302,0.43023,1.66501,2.32583,0.82474,0.0173928,0.000392814,0.000392814
29,65.0026,1.9167,1.0454,0.82543,0.43667,0.93128,0.85302,0.43023,1.66501,2.32583,0.82474,0.0144062,0.000406161,0.000406161
30,69.2866,1.98739,1.02953,0.82797,0.44,0.93839,0.85459,0.42333,1.66763,2.23936,0.82618,0.0114194,0.000419448,0.000419448
31,71.3537,1.92033,1.02843,0.8158,0.44,0.93839,0.846,0.44427,1.61948,2.14144,0.82335,0.00843268,0.000432676,0.000432676
32,72.6535,1.86584,1.04599,0.81064,0.43444,0.92654,0.8264,0.43233,1.60546,2.04862,0.82112,0.00544584,0.000445844,0.000445844
33,77.2334,2.05392,1.08171,0.80785,0.43444,0.92654,0.8264,0.43233,1.60546,2.04862,0.82112,0.00245895,0.000458954,0.000458954
34,78.5693,2.07599,1.06797,0.81465,0.42778,0.91232,0.80781,0.39786,1.65266,1.98258,0.82399,0.00046733,0.00046733,0.00046733
35,79.7459,2.08271,1.10003,0.82056,0.42444,0.90521,0.79149,0.37461,1.7089,1.90837,0.82727,0.00046634,0.00046634,0.00046634
36,81.1108,2.09642,1.10032,0.80341,0.42889,0.91469,0.786,0.37349,1.71487,1.81079,0.8276,0.00046535,0.00046535,0.00046535
37,82.3522,2.05164,1.04956,0.81698,0.42889,0.91469,0.786,0.37349,1.71487,1.81079,0.8276,0.00046436,0.00046436,0.00046436
38,86.3768,2.11218,1.05182,0.81042,0.42667,0.90995,0.7795,0.37902,1.69002,1.71263,0.82792,0.00046337,0.00046337,0.00046337
39,87.6486,1.97614,1.02294,0.8062,0.58611,0.90758,0.7811,0.38366,1.69338,1.62599,0.82953,0.00046238,0.00046238,0.00046238
40,89.9036,1.83521,0.98144,0.8082,0.66515,0.87678,0.79535,0.39563,1.69071,1.52224,0.82987,0.00046139,0.00046139,0.00046139
41,91.5243,1.85833,0.98216,0.80182,0.66515,0.87678,0.79535,0.39563,1.69071,1.52224,0.82987,0.0004604,0.0004604,0.0004604
42,92.8599,1.73647,0.92814,0.81452,0.78659,0.77014,0.80224,0.41888,1.6536,1.40139,0.82832,0.00045941,0.00045941,0.00045941
43,95.5718,1.89142,0.98208,0.78919,0.74927,0.84834,0.81748,0.42996,1.61857,1.28499,0.82501,0.00045842,0.00045842,0.00045842
44,96.849,1.85059,0.99921,0.80937,0.77427,0.85308,0.84255,0.43457,1.65348,1.17532,0.82703,0.00045743,0.00045743,0.00045743
45,98.0967,1.95281,1.01995,0.81936,0.77427,0.85308,0.84255,0.43457,1.65348,1.17532,0.82703,0.00045644,0.00045644,0.00045644
46,99.3488,1.78554,0.9698,0.80293,0.8062,0.82805,0.85434,0.44286,1.66301,1.10018,0.8275,0.00045545,0.00045545,0.00045545
47,100.755,1.80263,0.93668,0.79237,0.81535,0.83708,0.86651,0.46282,1.6134,1.05069,0.82613,0.00045446,0.00045446,0.00045446
48,103.532,1.8405,0.98991,0.79657,0.82568,0.8436,0.87517,0.48203,1.57954,1.01828,0.82479,0.00045347,0.00045347,0.00045347
49,104.883,1.84267,0.96309,0.81039,0.82568,0.8436,0.87517,0.48203,1.57954,1.01828,0.82479,0.00045248,0.00045248,0.00045248
50,106.286,1.82567,0.93272,0.79403,0.83033,0.83886,0.88152,0.47915,1.57873,1.01753,0.82443,0.00045149,0.00045149,0.00045149
51,107.659,1.8991,0.95989,0.80662,0.83582,0.83649,0.88836,0.48448,1.57775,1.01306,0.82384,0.0004505,0.0004505,0.0004505
52,109.007,1.645,0.90854,0.80452,0.8268,0.83709,0.8858,0.47939,1.57734,0.98852,0.82272,0.00044951,0.00044951,0.00044951
53,111.698,1.99619,1.08431,0.80669,0.8268,0.83709,0.8858,0.47939,1.57734,0.98852,0.82272,0.00044852,0.00044852,0.00044852
54,113.904,1.79167,0.96119,0.79792,0.81543,0.82701,0.87915,0.47983,1.56523,0.95966,0.82119,0.00044753,0.00044753,0.00044753
55,117.253,1.80601,0.95988,0.80027,0.80368,0.83175,0.87317,0.48804,1.53802,0.93322,0.82162,0.00044654,0.00044654,0.00044654
56,119.192,1.79926,0.96228,0.79875,0.8028,0.82964,0.8603,0.49717,1.52389,0.91391,0.82433,0.00044555,0.00044555,0.00044555
57,120.474,1.75939,0.92311,0.79901,0.8028,0.82964,0.8603,0.49717,1.52389,0.91391,0.82433,0.00044456,0.00044456,0.00044456
58,121.802,1.75063,0.88685,0.8036,0.79437,0.8436,0.8515,0.49186,1.52818,0.89942,0.82615,0.00044357,0.00044357,0.00044357
59,123.186,1.70617,0.8989,0.79977,0.77597,0.84597,0.84638,0.48819,1.52936,0.88728,0.82561,0.00044258,0.00044258,0.00044258
60,126.354,1.89432,0.98402,0.79439,0.77131,0.84834,0.84709,0.4818,1.55435,0.87509,0.8263,0.00044159,0.00044159,0.00044159
61,127.603,1.86196,0.96694,0.83093,0.77131,0.84834,0.84709,0.4818,1.55435,0.87509,0.8263,0.0004406,0.0004406,0.0004406
62,128.824,1.84034,0.96553,0.79353,0.78124,0.84626,0.86661,0.47675,1.58778,0.86098,0.82857,0.00043961,0.00043961,0.00043961
63,132.586,1.98821,1.00534,0.80639,0.81868,0.8673,0.88776,0.48711,1.57414,0.84271,0.82733,0.00043862,0.00043862,0.00043862
64,133.917,1.91906,0.96208,0.79093,0.81647,0.87441,0.89371,0.49736,1.54812,0.82838,0.82443,0.00043763,0.00043763,0.00043763
65,136.166,1.96283,1.00545,0.80227,0.81647,0.87441,0.89371,0.49736,1.54812,0.82838,0.82443,0.00043664,0.00043664,0.00043664
66,137.493,1.69628,0.90144,0.79817,0.84214,0.84696,0.89478,0.51104,1.54796,0.82119,0.82332,0.00043565,0.00043565,0.00043565
67,138.782,1.77792,0.92646,0.79648,0.85613,0.85308,0.89725,0.52185,1.53819,0.81577,0.82186,0.00043466,0.00043466,0.00043466
68,141.626,1.83286,0.95634,0.80489,0.86075,0.86256,0.90662,0.51871,1.52592,0.80908,0.82061,0.00043367,0.00043367,0.00043367
69,142.941,1.59058,0.85759,0.79614,0.86075,0.86256,0.90662,0.51871,1.52592,0.80908,0.82061,0.00043268,0.00043268,0.00043268
70,144.446,1.81778,0.9206,0.79608,0.85531,0.87204,0.9106,0.51391,1.51986,0.80116,0.82011,0.00043169,0.00043169,0.00043169
71,145.909,1.65189,0.86599,0.80073,0.85537,0.87204,0.91678,0.51481,1.51866,0.80042,0.82097,0.0004307,0.0004307,0.0004307
72,148.572,1.7453,0.90831,0.80198,0.85624,0.87915,0.91628,0.51325,1.53013,0.79806,0.823,0.00042971,0.00042971,0.00042971
73,149.872,1.67429,0.86553,0.81114,0.85624,0.87915,0.91628,0.51325,1.53013,0.79806,0.823,0.00042872,0.00042872,0.00042872
74,151.251,1.50644,0.84738,0.79558,0.8584,0.8673,0.91597,0.50514,1.54045,0.79703,0.82325,0.00042773,0.00042773,0.00042773
75,158.961,1.73955,0.91218,0.79814,0.86401,0.86019,0.91351,0.51815,1.53675,0.78833,0.82273,0.00042674,0.00042674,0.00042674
76,160.209,1.71445,0.86932,0.79085,0.86319,0.86256,0.91268,0.52624,1.52529,0.78297,0.82179,0.00042575,0.00042575,0.00042575
77,161.546,1.76755,0.95323,0.79412,0.86319,0.86256,0.91268,0.52624,1.52529,0.78297,0.82179,0.00042476,0.00042476,0.00042476
78,162.9,1.54815,0.81611,0.79496,0.86249,0.86019,0.91262,0.52372,1.50315,0.77771,0.8212,0.00042377,0.00042377,0.00042377
79,165.315,1.66709,0.85349,0.79373,0.8689,0.86256,0.9076,0.5203,1.51604,0.77092,0.82288,0.00042278,0.00042278,0.00042278
80,168.401,1.72934,0.87016,0.79511,0.86252,0.86493,0.909,0.5053,1.58215,0.78445,0.82586,0.00042179,0.00042179,0.00042179
81,169.65,1.52735,0.79747,0.79765,0.86252,0.86493,0.909,0.5053,1.58215,0.78445,0.82586,0.0004208,0.0004208,0.0004208
82,170.982,1.7251,0.85131,0.79329,0.84158,0.89376,0.91037,0.49865,1.57749,0.78349,0.82584,0.00041981,0.00041981,0.00041981
83,172.268,1.66183,0.86879,0.79256,0.8626,0.87441,0.91121,0.51245,1.52409,0.77074,0.82218,0.00041882,0.00041882,0.00041882
84,173.637,1.64147,0.83551,0.79822,0.85646,0.87915,0.90486,0.51892,1.48532,0.76643,0.81923,0.00041783,0.00041783,0.00041783
85,174.847,1.62469,0.83341,0.81181,0.85646,0.87915,0.90486,0.51892,1.48532,0.76643,0.81923,0.00041684,0.00041684,0.00041684
86,176.1,1.54607,0.79821,0.79037,0.86434,0.8673,0.90497,0.52233,1.47594,0.75522,0.81913,0.00041585,0.00041585,0.00041585
87,177.364,1.7472,0.90171,0.80743,0.87165,0.86967,0.90786,0.50478,1.51857,0.75946,0.82235,0.00041486,0.00041486,0.00041486
88,178.7,1.65217,0.8778,0.81274,0.86355,0.87678,0.91079,0.48978,1.57987,0.76539,0.82669,0.00041387,0.00041387,0.00041387
89,179.94,1.57223,0.84131,0.80278,0.86355,0.87678,0.91079,0.48978,1.57987,0.76539,0.82669,0.00041288,0.00041288,0.00041288
90,181.221,1.6839,0.85962,0.80218,0.86422,0.87483,0.91133,0.49277,1.58248,0.77147,0.82743,0.00041189,0.00041189,0.00041189
91,182.518,1.63443,0.83838,0.80184,0.86736,0.86775,0.91124,0.51551,1.53537,0.76169,0.82581,0.0004109,0.0004109,0.0004109
92,185.909,1.64333,0.86847,0.80585,0.87398,0.87105,0.90624,0.53155,1.47055,0.74368,0.82274,0.00040991,0.00040991,0.00040991
